,Date,Level (m),Dimension (m)
1,2007-02-10,24.08,-7.42
2,2007-03-05,24.1,-7.44
3,2007-04-04,24.23,-7.57
4,2007-05-05,24.14,-7.48
5,2007-06-07,24.2,-7.54
6,2007-07-09,24.24,-7.58
7,2007-08-04,24.24,-7.58
8,2007-09-13,24.23,-7.57
9,2007-10-03,24.19,-7.53
10,2007-11-10,24.13,-7.47
11,2007-12-14,23.83,-7.17
12,2008-01-03,24.12,-7.46
13,2008-02-09,24.17,-7.51
14,2008-03-08,24.2,-7.54
15,2008-04-09,24.2,-7.54
16,2008-05-05,24.19,-7.53
17,2008-06-06,24.13,-7.47
18,2008-08-05,24.28,-7.62
19,2008-09-06,24.24,-7.58
20,2008-10-12,24.26,-7.6
21,2008-11-10,24.12,-7.46
22,2008-12-09,24.17,-7.51
23,2009-01-03,24.16,-7.5
24,2009-02-10,24.12,-7.46
25,2009-03-13,24.1,-7.44
26,2009-04-20,24.15,-7.49
27,2009-05-22,24.17,-7.51
28,2009-06-19,24.2,-7.54
29,2009-07-23,24.17,-7.51
30,2009-08-24,24.22,-7.56
31,2009-09-21,26.07,-9.41
32,2009-10-22,24.1,-7.44
33,2009-11-23,24.5,-7.84
34,2009-12-22,24.15,-7.49
35,2010-01-22,23.47,-6.81
36,2010-02-19,23.15,-6.49
37,2010-03-23,22.35,-5.69
38,2010-04-22,22.5,-5.84
39,2010-05-24,21.15,-4.49
40,2010-06-22,21.05,-4.39
41,2010-07-22,20.85,-4.19
42,2010-08-23,20.95,-4.29
43,2010-09-22,21.35,-4.69
44,2010-10-22,21.5,-4.84
45,2010-11-23,21.85,-5.19
46,2010-12-23,21.73,-5.07
47,2011-01-24,21.7,-5.04
48,2011-02-18,21.4,-4.74
49,2011-03-21,21.25,-4.59
50,2011-04-20,21.2,-4.54
51,2011-05-24,21.1,-4.44
52,2011-06-22,21.1,-4.44
53,2011-07-21,21.2,-4.54
54,2011-08-23,21.2,-4.54
55,2011-09-22,21.65,-4.99
56,2011-10-24,21.95,-5.29
57,2011-11-22,22.15,-5.49
58,2011-12-22,22.25,-5.59
59,2012-01-24,22.5,-5.84
60,2012-02-21,22.6,-5.94
61,2012-03-22,22.8,-6.14
62,2012-04-23,22.75,-6.09
63,2013-02-12,23.1,-6.44
64,2013-03-07,23.0,-6.34
65,2013-04-09,23.0,-6.34
66,2013-05-09,23.1,-6.44
67,2013-06-11,23.15,-6.49
68,2013-07-09,23.18,-6.52
69,2013-09-16,23.2,-6.54
70,2018-01-17,23.92,-7.26
71,2018-02-12,23.95,-7.29
72,2018-03-07,23.88,-7.22
73,2018-04-11,23.9,-7.24
74,2018-05-14,23.96,-7.3
75,2018-06-13,23.98,-7.32
76,2018-07-10,23.95,-7.29
77,2018-09-12,23.98,-7.32
78,2018-10-10,24.0,-7.34
79,2018-11-19,23.65,-6.99
80,2019-01-17,17.14,-0.48
81,2019-02-13,17.2,-0.54
82,2019-03-13,17.3,-0.64
83,2019-04-08,17.3,-0.64
84,2019-05-16,17.3,-0.64
85,2019-06-13,17.32,-0.66
86,2019-07-19,17.24,-0.58
87,2019-08-29,17.23,-0.57
88,2019-09-25,17.17,-0.51
89,2019-10-14,17.18,-0.52
90,2019-11-06,17.13,-0.47
91,2019-12-04,23.58,-6.92
